imageone,imagetwo,imagethree,imagefour,imagefive,imagesix,imageseven,imageeight,imagenine,imageten,imageeleven,imagetwelve,imagethirteen,imagefourteen,imagefifteen,imagesixteen,frequency,choice_image,choice_type,correct_answer,stimulus_type,condition_code,block_one.thisRepN,block_one.thisTrialN,block_one.thisN,block_one.thisIndex,fone_control_b1.thisRepN,fone_control_b1.thisTrialN,fone_control_b1.thisN,fone_control_b1.thisIndex,ftwo_control_b1.thisRepN,ftwo_control_b1.thisTrialN,ftwo_control_b1.thisN,ftwo_control_b1.thisIndex,fthree_control_b1.thisRepN,fthree_control_b1.thisTrialN,fthree_control_b1.thisN,fthree_control_b1.thisIndex,ffour_control_b1.thisRepN,ffour_control_b1.thisTrialN,ffour_control_b1.thisN,ffour_control_b1.thisIndex,text.started,text.stopped,Crossm.started,Crossm.stopped,Presentation_image_f1_1.started,Presentation_image_f1_1.stopped,Presentation_image_f1_2.started,Presentation_image_f1_2.stopped,Presentation_image_f1_3.started,Presentation_image_f1_3.stopped,Presentation_image_f1_4.started,Presentation_image_f1_4.stopped,Fixation_cross.started,Fixation_cross.stopped,displayed_choice_image.started,displayed_choice_image.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,Presentation_image_f3_1.started,Presentation_image_f3_1.stopped,Presentation_image_f3_2.started,Presentation_image_f3_2.stopped,Presentation_image_f3_3.started,Presentation_image_f3_3.stopped,Presentation_image_f3_4.started,Presentation_image_f3_4.stopped,Presentation_image_f3_5.started,Presentation_image_f3_5.stopped,Presentation_image_f3_6.started,Presentation_image_f3_6.stopped,Presentation_image_f3_7.started,Presentation_image_f3_7.stopped,Presentation_image_f3_8.started,Presentation_image_f3_8.stopped,Presentation_image_f3_9.started,Presentation_image_f3_9.stopped,Presentation_image_f3_10.started,Presentation_image_f3_10.stopped,Presentation_image_f3_11.started,Presentation_image_f3_11.stopped,Presentation_image_f3_12.started,Presentation_image_f3_12.stopped,Presentation_image_f2_1.started,Presentation_image_f2_1.stopped,Presentation_image_f2_2.started,Presentation_image_f2_2.stopped,Presentation_image_f2_3.started,Presentation_image_f2_3.stopped,Presentation_image_f2_4.started,Presentation_image_f2_4.stopped,Presentation_image_f2_5.started,Presentation_image_f2_5.stopped,Presentation_image_f2_6.started,Presentation_image_f2_6.stopped,Presentation_image_f2_7.started,Presentation_image_f2_7.stopped,Presentation_image_f2_8.started,Presentation_image_f2_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
LZ_scrambled\LZ_scrambled_190.jpg,LZ_scrambled\LZ_scrambled_7.jpg,LZ_scrambled\LZ_scrambled_85.jpg,LZ_scrambled\LZ_scrambled_220.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_7.jpg,1,a,2,21,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16.39461069999379,None,30.735077999997884,None,31.775430000008782,32.77540919999592,32.741625399998156,33.74128469999414,33.74128469999414,34.741270900005475,34.741270900005475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_190.jpg,LZ_scrambled\LZ_scrambled_7.jpg,LZ_scrambled\LZ_scrambled_85.jpg,LZ_scrambled\LZ_scrambled_220.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_scrambled\LZ_scrambled_7.jpg,1,a,2,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.86971040000208,37.70633379998617,37.70633379998617,None,a,1,3.8115605000057258,1.8306864600162953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_195.jpg,LZ_noise\LZ_noise_173.jpg,LZ_noise\LZ_noise_119.jpg,LZ_noise\LZ_noise_85.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_102.jpg,0,l,3,31,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,41.520930200000294,None,42.595437200012384,45.96723430001293,45.96723430001293,None,45.96723430001293,None,45.96723430001293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_195.jpg,LZ_noise\LZ_noise_173.jpg,LZ_noise\LZ_noise_119.jpg,LZ_noise\LZ_noise_85.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_102.jpg,0,l,3,31,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.82767510000849,47.83330110000679,47.824769099999685,None,l,1,1.9132022999983747,1.0049828400078695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_173.jpg,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_35.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_39.jpg,LZ_natural\LZ_natural_25.jpg,LZ_natural\LZ_natural_206.jpg,LZ_natural\LZ_natural_80.jpg,LZ_natural\LZ_natural_112.jpg,LZ_natural\LZ_natural_235.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_207.jpg,None,None,None,None,3,LZ_natural\LZ_natural_206.jpg,1,a,1,13,0,2,2,2,,,,,,,,,0,0,0,0,,,,,,,49.74746119999327,None,,,,,,,,,,,,,,,,,,50.89507430000231,51.19944799999939,51.23471940000309,51.53937449998921,51.58194890001323,51.887051099998644,51.88097349999589,52.18545560000348,52.234370199992554,52.53956199999084,52.581769399985205,52.887393699988024,52.88058940001065,53.18563940000604,53.234396299987566,53.539407500007655,53.58161399999517,53.887126899993746,53.88073519998579,54.18515390000539,54.234797199984314,54.53930860001128,54.58183439998538,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_173.jpg,LZ_natural\LZ_natural_79.jpg,LZ_natural\LZ_natural_35.jpg,LZ_natural\LZ_natural_143.jpg,LZ_natural\LZ_natural_39.jpg,LZ_natural\LZ_natural_25.jpg,LZ_natural\LZ_natural_206.jpg,LZ_natural\LZ_natural_80.jpg,LZ_natural\LZ_natural_112.jpg,LZ_natural\LZ_natural_235.jpg,LZ_natural\LZ_natural_115.jpg,LZ_natural\LZ_natural_207.jpg,None,None,None,None,3,LZ_natural\LZ_natural_206.jpg,1,a,1,13,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.751759200007655,55.75808400000096,55.74881789999199,None,a,1,1.0291382000141311,1.003395739971893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_13.jpg,LZ_scrambled\LZ_scrambled_234.jpg,LZ_scrambled\LZ_scrambled_21.jpg,LZ_scrambled\LZ_scrambled_208.jpg,LZ_scrambled\LZ_scrambled_189.jpg,LZ_scrambled\LZ_scrambled_29.jpg,LZ_scrambled\LZ_scrambled_117.jpg,LZ_scrambled\LZ_scrambled_54.jpg,LZ_scrambled\LZ_scrambled_198.jpg,LZ_scrambled\LZ_scrambled_222.jpg,LZ_scrambled\LZ_scrambled_126.jpg,LZ_scrambled\LZ_scrambled_180.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_96.jpg,0,l,2,23,0,3,3,3,,,,,,,,,0,0,0,0,,,,,,,56.78760650000186,None,,,,,,,,,,,,,,,,,,58.22364650000236,58.525860299996566,58.561430700006895,58.86588649998885,58.90837200000533,59.213812300004065,59.20773180000833,59.511868000001414,59.56119670000044,59.865982099989196,59.908280500007095,60.213857599999756,60.20760540000629,60.511940800002776,60.56115080000018,60.866238499991596,60.90865749999648,61.21371199999703,61.20768510000198,61.51217450000695,61.56132509998861,None,None,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_13.jpg,LZ_scrambled\LZ_scrambled_234.jpg,LZ_scrambled\LZ_scrambled_21.jpg,LZ_scrambled\LZ_scrambled_208.jpg,LZ_scrambled\LZ_scrambled_189.jpg,LZ_scrambled\LZ_scrambled_29.jpg,LZ_scrambled\LZ_scrambled_117.jpg,LZ_scrambled\LZ_scrambled_54.jpg,LZ_scrambled\LZ_scrambled_198.jpg,LZ_scrambled\LZ_scrambled_222.jpg,LZ_scrambled\LZ_scrambled_126.jpg,LZ_scrambled\LZ_scrambled_180.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_96.jpg,0,l,2,23,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8208464999916,62.826791200001026,62.81805840000743,None,a,0,1.0156651000143029,1.0054589000355918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_95.jpg,LZ_scrambled\LZ_scrambled_45.jpg,LZ_scrambled\LZ_scrambled_105.jpg,LZ_scrambled\LZ_scrambled_100.jpg,LZ_scrambled\LZ_scrambled_69.jpg,LZ_scrambled\LZ_scrambled_120.jpg,LZ_scrambled\LZ_scrambled_131.jpg,LZ_scrambled\LZ_scrambled_68.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_131.jpg,1,a,2,22,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,63.849848599988036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.09763319999911,65.54688370000804,65.58940009999787,66.03950340001029,66.0895431000099,66.53994849999435,66.58949280000525,67.03998760000104,67.0893941000104,67.53990939998766,67.58994149998762,68.03990860001068,68.08919950001291,68.53995450001094,68.58935439999914,None,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_95.jpg,LZ_scrambled\LZ_scrambled_45.jpg,LZ_scrambled\LZ_scrambled_105.jpg,LZ_scrambled\LZ_scrambled_100.jpg,LZ_scrambled\LZ_scrambled_69.jpg,LZ_scrambled\LZ_scrambled_120.jpg,LZ_scrambled\LZ_scrambled_131.jpg,LZ_scrambled\LZ_scrambled_68.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_131.jpg,1,a,2,22,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8256834000058,69.8261698000133,69.81831040000543,None,a,1,1.247190900001442,1.0016266599996015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_31.jpg,LZ_noise\LZ_noise_53.jpg,LZ_noise\LZ_noise_231.jpg,LZ_noise\LZ_noise_228.jpg,LZ_noise\LZ_noise_151.jpg,LZ_noise\LZ_noise_68.jpg,LZ_noise\LZ_noise_59.jpg,LZ_noise\LZ_noise_148.jpg,LZ_noise\LZ_noise_163.jpg,LZ_noise\LZ_noise_108.jpg,LZ_noise\LZ_noise_109.jpg,LZ_noise\LZ_noise_146.jpg,None,None,None,None,3,LZ_noise\LZ_noise_140.jpg,0,l,3,33,0,5,5,5,,,,,,,,,0,0,0,0,,,,,,,71.07979099999648,None,,,,,,,,,,,,,,,,,,72.27475609999965,72.57475629998953,72.6170976999856,72.9216965000087,72.97127760000876,73.27666450000834,73.26997309998842,73.57434469999862,73.61694499998703,73.92177029998857,73.97120569998515,74.27674860000843,74.26987139999983,74.57433510001283,74.61674490000587,74.92177549999906,74.97118839999894,75.2765073000046,75.26974419999169,75.57431830000132,75.61658339999849,75.92183030000888,75.9643827000109,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_31.jpg,LZ_noise\LZ_noise_53.jpg,LZ_noise\LZ_noise_231.jpg,LZ_noise\LZ_noise_228.jpg,LZ_noise\LZ_noise_151.jpg,LZ_noise\LZ_noise_68.jpg,LZ_noise\LZ_noise_59.jpg,LZ_noise\LZ_noise_148.jpg,LZ_noise\LZ_noise_163.jpg,LZ_noise\LZ_noise_108.jpg,LZ_noise\LZ_noise_109.jpg,LZ_noise\LZ_noise_146.jpg,None,None,None,None,3,LZ_noise\LZ_noise_140.jpg,0,l,3,33,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09419159998652,77.09762009998667,77.08872540001175,None,a,0,0.5048268999962602,1.001436480000848,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_232.jpg,LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_46.jpg,LZ_natural\LZ_natural_226.jpg,LZ_natural\LZ_natural_91.jpg,LZ_natural\LZ_natural_78.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_100.jpg,LZ_natural\LZ_natural_104.jpg,LZ_natural\LZ_natural_203.jpg,LZ_natural\LZ_natural_59.jpg,LZ_natural\LZ_natural_57.jpg,None,None,None,None,3,LZ_natural\LZ_natural_100.jpg,1,a,1,13,0,6,6,6,,,,,,,,,0,0,0,0,,,,,,,77.60661600000458,None,,,,,,,,,,,,,,,,,,78.7055696999887,79.00489969999762,79.05398950001108,79.35252899999614,79.40142109998851,79.70725559999119,79.70064649998676,80.0050554999907,80.05453009999474,80.35955799999647,80.40158159998828,80.70674540000618,80.7003102999879,81.00493580001057,81.05410030001076,81.35905369999819,81.40127319999738,81.70679029999883,81.7002921999956,82.0049677999923,82.05408329999773,82.35909859999083,82.40125029999763,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_232.jpg,LZ_natural\LZ_natural_165.jpg,LZ_natural\LZ_natural_46.jpg,LZ_natural\LZ_natural_226.jpg,LZ_natural\LZ_natural_91.jpg,LZ_natural\LZ_natural_78.jpg,LZ_natural\LZ_natural_34.jpg,LZ_natural\LZ_natural_100.jpg,LZ_natural\LZ_natural_104.jpg,LZ_natural\LZ_natural_203.jpg,LZ_natural\LZ_natural_59.jpg,LZ_natural\LZ_natural_57.jpg,None,None,None,None,3,LZ_natural\LZ_natural_100.jpg,1,a,1,13,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6137766999891,83.61894960000063,83.61005149999983,None,a,1,0.839885499997763,1.0036841400142293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_226.jpg,LZ_noise\LZ_noise_235.jpg,LZ_noise\LZ_noise_157.jpg,LZ_noise\LZ_noise_3.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_226.jpg,1,a,3,31,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,84.46091379999416,None,85.50586440000916,86.50570839998545,86.4996439999959,87.49886789999437,87.49886789999437,88.49912389999372,88.49912389999372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_noise\LZ_noise_226.jpg,LZ_noise\LZ_noise_235.jpg,LZ_noise\LZ_noise_157.jpg,LZ_noise\LZ_noise_3.jpg,None,None,None,None,None,None,None,None,None,None,None,None,1,LZ_noise\LZ_noise_226.jpg,1,a,3,31,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.46793590000016,90.47317300000577,90.46455639999476,None,a,1,0.6490741000161506,1.0023287400254048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_80.jpg,LZ_scrambled\LZ_scrambled_200.jpg,LZ_scrambled\LZ_scrambled_35.jpg,LZ_scrambled\LZ_scrambled_144.jpg,LZ_scrambled\LZ_scrambled_123.jpg,LZ_scrambled\LZ_scrambled_97.jpg,LZ_scrambled\LZ_scrambled_41.jpg,LZ_scrambled\LZ_scrambled_79.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_41.jpg,1,a,2,22,0,8,8,8,,,,,0,0,0,0,,,,,,,,,,,91.12493719998747,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.37698639999144,92.83179210001254,92.86714960000245,93.31762610000442,93.36751240000012,93.81791169999633,93.86722849999205,94.31800020000082,94.36749080001027,94.81790029999684,94.86734779999824,95.3181317000126,95.36697410000488,95.8179215999844,95.8671738000121,None,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_80.jpg,LZ_scrambled\LZ_scrambled_200.jpg,LZ_scrambled\LZ_scrambled_35.jpg,LZ_scrambled\LZ_scrambled_144.jpg,LZ_scrambled\LZ_scrambled_123.jpg,LZ_scrambled\LZ_scrambled_97.jpg,LZ_scrambled\LZ_scrambled_41.jpg,LZ_scrambled\LZ_scrambled_79.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_41.jpg,1,a,2,22,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.10633059998509,97.11262430000352,97.09672420000425,None,l,0,2.7928163000033237,1.0002925599983428,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_145.jpg,LZ_scrambled\LZ_scrambled_118.jpg,LZ_scrambled\LZ_scrambled_238.jpg,LZ_scrambled\LZ_scrambled_235.jpg,LZ_scrambled\LZ_scrambled_181.jpg,LZ_scrambled\LZ_scrambled_139.jpg,LZ_scrambled\LZ_scrambled_240.jpg,LZ_scrambled\LZ_scrambled_228.jpg,LZ_scrambled\LZ_scrambled_86.jpg,LZ_scrambled\LZ_scrambled_203.jpg,LZ_scrambled\LZ_scrambled_175.jpg,LZ_scrambled\LZ_scrambled_218.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_238.jpg,1,a,2,23,0,9,9,9,,,,,,,,,0,0,0,0,,,,,,,99.89987769999425,None,,,,,,,,,,,,,,,,,,101.28562000000966,101.58870789999492,101.61734820000129,101.92205600001034,101.97158509999281,102.27700679999543,102.27044839999871,102.57514920001267,102.61716250001336,102.92202359999646,102.9716969000001,103.27673809998669,103.27044749999186,103.57491950000986,103.61729809999815,103.92195530000026,103.97139389999211,104.27697499998612,104.27049470000202,104.57497909999802,104.61757939998643,None,None,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_145.jpg,LZ_scrambled\LZ_scrambled_118.jpg,LZ_scrambled\LZ_scrambled_238.jpg,LZ_scrambled\LZ_scrambled_235.jpg,LZ_scrambled\LZ_scrambled_181.jpg,LZ_scrambled\LZ_scrambled_139.jpg,LZ_scrambled\LZ_scrambled_240.jpg,LZ_scrambled\LZ_scrambled_228.jpg,LZ_scrambled\LZ_scrambled_86.jpg,LZ_scrambled\LZ_scrambled_203.jpg,LZ_scrambled\LZ_scrambled_175.jpg,LZ_scrambled\LZ_scrambled_218.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_238.jpg,1,a,2,23,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.91851560000214,105.92487160000019,105.91577459999826,None,l,0,1.6774528000096325,1.0041710199730005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_157.jpg,LZ_natural\LZ_natural_83.jpg,LZ_natural\LZ_natural_212.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_131.jpg,LZ_natural\LZ_natural_194.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_37.jpg,0,l,1,12,0,10,10,10,,,,,0,0,0,0,,,,,,,,,,,107.60837969998829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7365884000028,109.18646090000402,109.2285419999971,109.67913309999858,109.72846760001266,110.1791177999985,110.22855749999871,110.67941829998745,110.72875380000914,111.17910499998834,111.22854869998991,111.678986599989,111.7282481000002,112.17914359999122,112.22843990000547,None,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_natural\LZ_natural_107.jpg,LZ_natural\LZ_natural_196.jpg,LZ_natural\LZ_natural_157.jpg,LZ_natural\LZ_natural_83.jpg,LZ_natural\LZ_natural_212.jpg,LZ_natural\LZ_natural_13.jpg,LZ_natural\LZ_natural_131.jpg,LZ_natural\LZ_natural_194.jpg,None,None,None,None,None,None,None,None,2,LZ_natural\LZ_natural_37.jpg,0,l,1,12,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.58386499999324,113.59308130000136,113.57572699998855,None,l,1,0.6978910000179894,1.0054185600019991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_65.jpg,LZ_scrambled\LZ_scrambled_44.jpg,LZ_scrambled\LZ_scrambled_217.jpg,LZ_scrambled\LZ_scrambled_31.jpg,LZ_scrambled\LZ_scrambled_134.jpg,LZ_scrambled\LZ_scrambled_96.jpg,LZ_scrambled\LZ_scrambled_169.jpg,LZ_scrambled\LZ_scrambled_8.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_231.jpg,0,l,2,22,0,11,11,11,,,,,0,0,0,0,,,,,,,,,,,114.28770379998605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.52144680000492,115.97119819998625,116.01327180000953,116.46392459998606,116.51356699998723,116.96417660001316,117.01336119999178,117.46433439999237,117.51343110000016,117.96417220000876,118.01334169998881,118.46423479999066,118.51358400000026,118.964150099986,119.01364399999147,None,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_65.jpg,LZ_scrambled\LZ_scrambled_44.jpg,LZ_scrambled\LZ_scrambled_217.jpg,LZ_scrambled\LZ_scrambled_31.jpg,LZ_scrambled\LZ_scrambled_134.jpg,LZ_scrambled\LZ_scrambled_96.jpg,LZ_scrambled\LZ_scrambled_169.jpg,LZ_scrambled\LZ_scrambled_8.jpg,None,None,None,None,None,None,None,None,2,LZ_scrambled\LZ_scrambled_231.jpg,0,l,2,22,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.26691999999457,120.272533499985,120.26360690000001,None,l,1,0.897965700016357,1.0037093599967193,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_216.jpg,LZ_scrambled\LZ_scrambled_202.jpg,LZ_scrambled\LZ_scrambled_66.jpg,LZ_scrambled\LZ_scrambled_73.jpg,LZ_scrambled\LZ_scrambled_92.jpg,LZ_scrambled\LZ_scrambled_152.jpg,LZ_scrambled\LZ_scrambled_158.jpg,LZ_scrambled\LZ_scrambled_90.jpg,LZ_scrambled\LZ_scrambled_156.jpg,LZ_scrambled\LZ_scrambled_18.jpg,LZ_scrambled\LZ_scrambled_128.jpg,LZ_scrambled\LZ_scrambled_194.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_92.jpg,1,a,2,23,0,12,12,12,,,,,,,,,0,0,0,0,,,,,,,121.17112350001116,None,,,,,,,,,,,,,,,,,,122.5032169999904,122.8040856999869,122.83979050000198,123.14481619998696,123.19389980001142,123.49949019998894,123.4931981000118,123.79747349998797,123.84002730000066,124.14438199999859,124.19404929998564,124.49949320001178,124.4930255000072,124.7975826000038,124.83999659999972,125.14474270000937,125.19421190000139,125.49951709999004,125.4931033999892,125.79754209998646,125.83988059998956,126.14483129998553,None,None,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
LZ_scrambled\LZ_scrambled_216.jpg,LZ_scrambled\LZ_scrambled_202.jpg,LZ_scrambled\LZ_scrambled_66.jpg,LZ_scrambled\LZ_scrambled_73.jpg,LZ_scrambled\LZ_scrambled_92.jpg,LZ_scrambled\LZ_scrambled_152.jpg,LZ_scrambled\LZ_scrambled_158.jpg,LZ_scrambled\LZ_scrambled_90.jpg,LZ_scrambled\LZ_scrambled_156.jpg,LZ_scrambled\LZ_scrambled_18.jpg,LZ_scrambled\LZ_scrambled_128.jpg,LZ_scrambled\LZ_scrambled_194.jpg,None,None,None,None,3,LZ_scrambled\LZ_scrambled_92.jpg,1,a,2,23,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.20000330000767,127.20388340001227,127.19435889998567,None,l,0,0.9112448999949265,1.0040611599979457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9665,001,2020_Dec_16_0103,new_STLI_updated,2020.2.10,144.03701173724292,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.1210468999925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
